"파워링크보고서(2025.06.01.~2025.06.30.),salvatore29:naver"
"광고그룹유형",캠페인,광고그룹,키워드,PC/모바일 매체,노출수,클릭수,"평균클릭비용(VAT포함,원)","총비용(VAT포함,원)",평균노출순위,방문당 평균페이지뷰,방문당 평균체류시간(초),전환수,전환매출액(원)
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지무릎보호대,PC,5,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지미스트,PC,2,0,0,0,23,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지백내장수술,PC,2,0,0,0,20.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지백내장안약,PC,11,0,0,0,7.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지백신,PC,2,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지보조기,PC,4,0,0,0,7.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지비강내시경,PC,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지비강종양,PC,5,0,0,0,9.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지빈혈,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지성대수술비용,PC,3,0,0,0,9.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지수중재활,PC,3,1,110,110,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지수컷중성화비용,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지슬개골,PC,2,0,0,0,13,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지슬개골보조기,PC,5,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지슬개골보호대,PC,7,0,0,0,8.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지슬개골탈구,PC,2,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지슬개골탈구수술,PC,1,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지슬개골탈구증상,PC,39,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지심부전,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지심장사상충약,PC,104,0,0,0,8.1,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지심장전문,PC,2,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지안약,PC,15,0,0,0,6.9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지어깨탈구,PC,6,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지연고,PC,1,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지예방접종가격,PC,3,0,0,0,7.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지예방접종비용,PC,20,0,0,0,9.4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지유전자검사,PC,10,0,0,0,7.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지의족,PC,4,0,0,0,7.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지인공관절,PC,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지재활센터,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지재활운동,PC,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지중성화수술,PC,12,0,0,0,9.1,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지진드기,PC,1,0,0,0,29,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지질병,PC,2,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지짐볼,PC,15,0,0,0,4.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지척수연화증,PC,3,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지척추골절,PC,1,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지척추보조기,PC,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지척추종양,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지침치료,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지코건조,PC,5,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지토할때,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지피부과,PC,2,0,0,0,8.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지피부병연고,PC,3,0,0,0,8.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지피부병종류,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지하트가드,PC,3,0,0,0,9.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지한방병원,PC,5,0,0,0,7.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지한약,PC,2,0,0,0,3.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지한의원,PC,13,0,0,0,4.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지허리보호대,PC,2,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지혈액투석,PC,7,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지후지마비,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,강아지휠체어,PC,34,0,0,0,8.6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,개성대수술,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,대형견중성화,PC,2,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,말티즈슬개골탈구,PC,2,0,0,0,7.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골,PC,1,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골보조기,PC,2,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골연골연화증,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골탈구,PC,7,0,0,0,8.4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골탈구보호대,PC,2,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골탈구수술,PC,5,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,슬개골탈구수술비용,PC,1,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,심장사상충치료,PC,2,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,아포퀠가격,PC,11,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,암컷강아지중성화수술비용,PC,1,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,애견예방접종,PC,2,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,자궁축농증,PC,7,0,0,0,8.9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,중성화,PC,3,0,0,0,10,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,중성화센터,PC,3,0,0,0,3.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,중성화수술비용,PC,6,0,0,0,8.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,포메라니안관절,PC,1,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_강아지키워드,하트가드,PC,39,0,0,0,8.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이HCM,PC,1,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이TNR,PC,2,0,0,0,2.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이감기,PC,8,0,0,0,9.6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이건강검진비용,PC,32,0,0,0,5.6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이골절,PC,2,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이구내염,PC,3,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이구토,PC,31,0,0,0,5.6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이기생충약,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이눈꼽,PC,28,0,0,0,5.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이눈물,PC,24,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이담석,PC,2,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이당뇨,PC,16,0,0,0,7.4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이디스크,PC,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이레볼루션,PC,18,0,0,0,3.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이목욕,PC,52,0,0,0,2.1,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이방광염,PC,7,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이백신,PC,6,0,0,0,5.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이변비,PC,22,0,0,0,7.6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이병원,PC,12,0,0,0,8.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이복막염,PC,35,0,0,0,5.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이복막염치료제,PC,3,0,0,0,4.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이수술,PC,6,0,0,0,7.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이심장사상충,PC,33,0,0,0,6.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이심장사상충약,PC,95,0,0,0,3.4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이안과전문병원,PC,1,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이암컷중성화수술비용,PC,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이애드보킷가격,PC,1,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이예방접종,PC,47,0,0,0,6.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이유전자검사,PC,4,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이전문동물병원,PC,2,0,0,0,9.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이전문병원,PC,3,0,0,0,8.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이전염병,PC,5,0,0,0,1.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이전염성복막염,PC,4,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이접종,PC,20,0,0,0,4.9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이종합백신,PC,16,0,0,0,2.6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이중성화,PC,5,0,0,0,8.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이중성화비용,PC,45,0,0,0,6,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이중성화수술,PC,8,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이중성화수술비용,PC,18,0,0,0,7.1,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이진드기,PC,8,0,0,0,6.9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이질병,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이처방식,PC,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이치주염,PC,1,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이친화병원,PC,1,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이턱드름,PC,53,0,0,0,4.4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이피부병,PC,9,0,0,0,7.1,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,고양이허피스,PC,48,0,0,0,7.4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,암컷고양이중성화,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_고양이키워드,암컷고양이중성화비용,PC,4,0,0,0,6.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,-,PC,3,0,0,0,8.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,24시간동물병원,PC,19,0,0,0,5.2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,24시동물병원,PC,82,0,0,0,7.9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,MRI동물병원,PC,1,0,0,0,9,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,강아지동물병원,PC,6,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물MRI,PC,1,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물메디컬센터,PC,2,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물물리치료,PC,2,0,0,0,4.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원,PC,712,5,"5,936","29,678",6.7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원MRI,PC,2,0,0,0,8.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원수술,PC,4,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원응급실,PC,2,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원중성화,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원진료비,PC,5,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물병원추천,PC,2,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물안과전문병원,PC,2,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물암센터,PC,2,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물재활,PC,2,0,0,0,5.5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,동물한의원,PC,3,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,반려동물등록,PC,189,0,0,0,2.8,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,안과동물병원,PC,11,0,0,0,7,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,야간동물병원,PC,4,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,피부전문동물병원,PC,2,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,일반_동물키워드,한방동물병원,PC,7,0,0,0,8,0,0,0,0
"파워링크",플레이스_파워링크PC,자사명,-,PC,72,4,77,308,1.8,0,0,0,0
"파워링크",플레이스_파워링크PC,자사명,나음동물병원,PC,239,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크PC,자사명,나음동물의료센터,PC,88,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,-,PC,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지MRI,PC,5,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지고관절수술,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지디스크병원,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지디스크수술,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지물리치료,PC,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지백내장,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지백내장수술,PC,2,1,77,77,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지병원,PC,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지수중재활,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지슬개골수술,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지심장병,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지심장병원,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지안과,PC,2,0,0,0,1.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지안과전문,PC,2,0,0,0,1.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지알러지검사,PC,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지유선종양,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지재활,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지재활병원,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지종합검진,PC,4,0,0,0,1.8,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지종합백신,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산강아지한의원,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산애견디스크,PC,1,1,77,77,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산애견병원,PC,2,0,0,0,1.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산예방접종,PC,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산중성화,PC,3,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드1,일산하트가드,PC,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,-,PC,171,1,77,77,1.9,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,김포강아지고관절,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,김포슬개골탈구,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산강아지건강검진비용,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산강아지디스크,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산강아지스케일링,PC,8,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산강아지슬개골탈구,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산슬개골,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산슬개골수술,PC,3,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산슬개골탈구,PC,4,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_강아지키워드2,일산암컷강아지중성화수술,PC,2,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,-,PC,51,0,0,0,2.1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이MRI,PC,2,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이건강검진,PC,1,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이골절,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이목욕,PC,5,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이병원,PC,12,0,0,0,4.7,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이수술,PC,2,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이전문병원,PC,3,0,0,0,8.3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이중성화,PC,4,0,0,0,2.3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이중성화비용,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,일산고양이중성화수술비용,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_고양이키워드,정발산역고양이병원,PC,1,0,0,0,1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,-,PC,996,4,880,"3,520",2.1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,고양시동물병원,PC,77,0,0,0,3.7,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,김포24시동물병원,PC,39,0,0,0,7.4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,김포동물병원,PC,173,0,0,0,8.1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,대화동동물병원,PC,11,0,0,0,5.9,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,대화동물병원,PC,8,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,대화역동물병원,PC,4,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,마두동동물병원,PC,4,0,0,0,5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,마두동물병원,PC,1,0,0,0,3,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,마두역동물병원,PC,1,0,0,0,4,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,백마동물병원,PC,70,0,0,0,1.1,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,백석동동물병원,PC,24,0,0,0,2.6,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,백석동물병원,PC,18,0,0,0,1.7,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,백석역동물병원,PC,4,0,0,0,5.5,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,삼송동물병원,PC,103,0,0,0,2,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,운정24시동물병원,PC,3,0,0,0,2.7,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,운정동물병원,PC,204,0,0,0,4.6,0,0,0,0
"파워링크",플레이스_파워링크PC,지역_동물키워드,일산24시간동물병원,PC,2,0,0,0,1.5,0,0,0,0
